id,zipcode,median_region_price,price,condition,sugestao,vantagem_pct
5413200140,98001,259000.0,213550.0,3,comprar,17.5
5556800260,98001,259000.0,230000.0,4,comprar,11.2
128500260,98001,259000.0,262000.0,3,nao_comprar,-1.2
7696600240,98001,259000.0,165000.0,3,comprar,36.3
1687000240,98001,259000.0,276000.0,3,nao_comprar,-6.6
1312920060,98001,259000.0,265000.0,3,nao_comprar,-2.3
1687000200,98001,259000.0,259000.0,3,nao_comprar,0.0
2366800055,98001,259000.0,225000.0,3,comprar,13.1
2595650060,98001,259000.0,354450.0,3,nao_comprar,-36.9
3750605349,98001,259000.0,210500.0,5,comprar,18.7
3750603732,98001,259000.0,276000.0,4,nao_comprar,-6.6
2744000100,98001,259000.0,299950.0,3,nao_comprar,-15.8
3751604169,98001,259000.0,279000.0,3,nao_comprar,-7.7
3751600176,98001,259000.0,196000.0,3,comprar,24.3
3356407665,98001,259000.0,180000.0,3,comprar,30.5
6648760100,98001,259000.0,299950.0,4,nao_comprar,-15.8
3751600457,98001,259000.0,299000.0,3,nao_comprar,-15.4
7585000110,98001,259000.0,201700.0,4,comprar,22.1
3329510850,98001,259000.0,286950.0,3,nao_comprar,-10.8
1311000600,98001,259000.0,250000.0,5,comprar,3.5
304100090,98001,259000.0,215000.0,3,comprar,17.0
3751603173,98001,259000.0,212500.0,4,comprar,18.0
9262800057,98001,259000.0,269950.0,2,nao_comprar,-4.2
1311300100,98001,259000.0,221000.0,3,comprar,14.7
4013800131,98001,259000.0,267500.0,4,nao_comprar,-3.3
1312200080,98001,259000.0,224000.0,4,comprar,13.5
6181430280,98001,259000.0,330000.0,3,nao_comprar,-27.4
7237590010,98001,259000.0,214100.0,3,comprar,17.3
5647900670,98001,259000.0,340000.0,3,nao_comprar,-31.3
5729000080,98001,259000.0,465000.0,3,nao_comprar,-79.5
5412101150,98001,259000.0,299000.0,3,nao_comprar,-15.4
1311500020,98001,259000.0,198000.0,4,comprar,23.6
5556900080,98001,259000.0,169000.0,3,comprar,34.7
4031000290,98001,259000.0,195000.0,3,comprar,24.7
3329520170,98001,259000.0,250000.0,3,comprar,3.5
7696600020,98001,259000.0,260000.0,3,nao_comprar,-0.4
9262800294,98001,259000.0,260000.0,4,nao_comprar,-0.4
7967650010,98001,259000.0,339000.0,3,nao_comprar,-30.9
6181400470,98001,259000.0,215000.0,3,comprar,17.0
6085000130,98001,259000.0,230000.0,4,comprar,11.2
3328500250,98001,259000.0,285000.0,3,nao_comprar,-10.0
321049127,98001,259000.0,277500.0,4,nao_comprar,-7.1
2005950050,98001,259000.0,260000.0,3,nao_comprar,-0.4
2085700050,98001,259000.0,420000.0,3,nao_comprar,-62.2
8001210170,98001,259000.0,275000.0,3,nao_comprar,-6.2
2214800630,98001,259000.0,239950.0,4,comprar,7.4
3356404198,98001,259000.0,286000.0,3,nao_comprar,-10.4
321049090,98001,259000.0,254000.0,5,comprar,1.9
5706600170,98001,259000.0,204900.0,2,nao_comprar,20.9
7895500290,98001,259000.0,265000.0,4,nao_comprar,-2.3
4012800050,98001,259000.0,175000.0,4,comprar,32.4
304100010,98001,259000.0,269500.0,3,nao_comprar,-4.1
6181400920,98001,259000.0,286651.0,3,nao_comprar,-10.7
6084601060,98001,259000.0,270000.0,3,nao_comprar,-4.2
3329530480,98001,259000.0,241000.0,3,comprar,6.9
255580190,98001,259000.0,302000.0,3,nao_comprar,-16.6
1311200460,98001,259000.0,265000.0,3,nao_comprar,-2.3
6084600660,98001,259000.0,263000.0,3,nao_comprar,-1.5
8961950250,98001,259000.0,384000.0,3,nao_comprar,-48.3
7967200290,98001,259000.0,190000.0,3,comprar,26.6
6143600580,98001,259000.0,184000.0,4,comprar,29.0
8856004328,98001,259000.0,255000.0,3,comprar,1.5
4031700210,98001,259000.0,220000.0,4,comprar,15.1
1311400120,98001,259000.0,160000.0,4,comprar,38.2
303000220,98001,259000.0,375000.0,3,nao_comprar,-44.8
3750605620,98001,259000.0,225000.0,4,comprar,13.1
2214800110,98001,259000.0,259900.0,3,nao_comprar,-0.3
1311910300,98001,259000.0,260000.0,4,nao_comprar,-0.4
6649250410,98001,259000.0,317000.0,3,nao_comprar,-22.4
1864940180,98001,259000.0,335000.0,3,nao_comprar,-29.3
2595650100,98001,259000.0,359500.0,3,nao_comprar,-38.8
2616700450,98001,259000.0,248000.0,3,comprar,4.2
3876600120,98001,259000.0,265000.0,4,nao_comprar,-2.3
5706600150,98001,259000.0,215000.0,4,comprar,17.0
3751600025,98001,259000.0,139000.0,3,comprar,46.3
1687000220,98001,259000.0,285000.0,3,nao_comprar,-10.0
3750607974,98001,259000.0,280000.0,4,nao_comprar,-8.1
3750603940,98001,259000.0,240000.0,5,comprar,7.3
2048000330,98001,259000.0,214000.0,3,comprar,17.4
1687000210,98001,259000.0,275000.0,3,nao_comprar,-6.2
1311100490,98001,259000.0,274000.0,3,nao_comprar,-5.8
5556800150,98001,259000.0,204700.0,3,comprar,21.0
302000375,98001,259000.0,169100.0,4,comprar,34.7
302000375,98001,259000.0,250000.0,4,comprar,3.5
9543000945,98001,259000.0,182500.0,3,comprar,29.5
3751601785,98001,259000.0,551870.0,3,nao_comprar,-113.1
5647900120,98001,259000.0,250600.0,3,comprar,3.2
8159620260,98001,259000.0,303000.0,3,nao_comprar,-17.0
4031000260,98001,259000.0,200000.0,3,comprar,22.8
7982600030,98001,259000.0,219000.0,3,comprar,15.4
2730000070,98001,259000.0,225000.0,4,comprar,13.1
6648770240,98001,259000.0,360000.0,3,nao_comprar,-39.0
8947250060,98001,259000.0,292500.0,3,nao_comprar,-12.9
1311600030,98001,259000.0,270000.0,3,nao_comprar,-4.2
2616700520,98001,259000.0,285000.0,3,nao_comprar,-10.0
3750603471,98001,259000.0,239950.0,4,comprar,7.4
1311900240,98001,259000.0,226500.0,4,comprar,12.5
8001450060,98001,259000.0,370000.0,3,nao_comprar,-42.9
8856004327,98001,259000.0,248000.0,3,comprar,4.2
5412100240,98001,259000.0,340000.0,3,nao_comprar,-31.3
7696610270,98001,259000.0,238000.0,4,comprar,8.1
2616700560,98001,259000.0,250000.0,3,comprar,3.5
1311800560,98001,259000.0,209000.0,4,comprar,19.3
3751601171,98001,259000.0,229500.0,4,comprar,11.4
3750605247,98001,259000.0,255000.0,4,comprar,1.5
1460900030,98001,259000.0,280000.0,3,nao_comprar,-8.1
8001100030,98001,259000.0,256000.0,3,comprar,1.2
7905400160,98001,259000.0,246900.0,5,comprar,4.7
3750600566,98001,259000.0,199950.0,4,comprar,22.8
5530000030,98001,259000.0,233000.0,4,comprar,10.0
3329510200,98001,259000.0,299900.0,3,nao_comprar,-15.8
4031700030,98001,259000.0,299999.0,3,nao_comprar,-15.8
2730000270,98001,259000.0,178500.0,4,comprar,31.1
9262800002,98001,259000.0,232000.0,3,comprar,10.4
3329530030,98001,259000.0,271920.0,3,nao_comprar,-5.0
7696610240,98001,259000.0,257000.0,3,comprar,0.8
304100070,98001,259000.0,210000.0,3,comprar,18.9
1311000270,98001,259000.0,247000.0,5,comprar,4.6
8856004582,98001,259000.0,198000.0,3,comprar,23.6
1311400350,98001,259000.0,235000.0,4,comprar,9.3
7895500550,98001,259000.0,190848.0,3,comprar,26.3
2730500140,98001,259000.0,314950.0,4,nao_comprar,-21.6
3750603492,98001,259000.0,185000.0,4,comprar,28.6
3353400120,98001,259000.0,174000.0,3,comprar,32.8
302000065,98001,259000.0,184000.0,3,comprar,29.0
2595650220,98001,259000.0,313100.0,3,nao_comprar,-20.9
4014400237,98001,259000.0,132500.0,3,comprar,48.8
7968000120,98001,259000.0,290000.0,4,nao_comprar,-12.0
7905400040,98001,259000.0,206000.0,4,comprar,20.5
7967950040,98001,259000.0,485000.0,3,nao_comprar,-87.3
3750605674,98001,259000.0,270000.0,3,nao_comprar,-4.2
9265400210,98001,259000.0,227000.0,3,comprar,12.4
1329500120,98001,259000.0,300000.0,3,nao_comprar,-15.8
6699300330,98001,259000.0,372000.0,3,nao_comprar,-43.6
2482500040,98001,259000.0,199900.0,3,comprar,22.8
1021049057,98001,259000.0,207000.0,4,comprar,20.1
7967900150,98001,259000.0,367950.0,3,nao_comprar,-42.1
3874010220,98001,259000.0,289000.0,3,nao_comprar,-11.6
8001600150,98001,259000.0,300000.0,3,nao_comprar,-15.8
6699300210,98001,259000.0,321500.0,3,nao_comprar,-24.1
3329520410,98001,259000.0,245000.0,3,comprar,5.4
4013800206,98001,259000.0,199000.0,4,comprar,23.2
2460600040,98001,259000.0,175000.0,3,comprar,32.4
2154900330,98001,259000.0,234000.0,3,comprar,9.7
8159610150,98001,259000.0,234950.0,4,comprar,9.3
8001210120,98001,259000.0,234500.0,3,comprar,9.5
3422049158,98001,259000.0,246000.0,4,comprar,5.0
3329500730,98001,259000.0,220000.0,3,comprar,15.1
7436200040,98001,259000.0,290000.0,4,nao_comprar,-12.0
3750603685,98001,259000.0,250000.0,4,comprar,3.5
3599600276,98001,259000.0,215500.0,2,nao_comprar,16.8
1311800220,98001,259000.0,234950.0,3,comprar,9.3
1311600020,98001,259000.0,285000.0,4,nao_comprar,-10.0
6306100190,98001,259000.0,220000.0,3,comprar,15.1
2595650170,98001,259000.0,367300.0,3,nao_comprar,-41.8
3717000250,98001,259000.0,321000.0,3,nao_comprar,-23.9
8001600130,98001,259000.0,289950.0,3,nao_comprar,-11.9
5412100920,98001,259000.0,250000.0,3,comprar,3.5
3876500290,98001,259000.0,175000.0,3,comprar,32.4
4012800010,98001,259000.0,360000.0,5,nao_comprar,-39.0
3422049088,98001,259000.0,389000.0,4,nao_comprar,-50.2
1311800130,98001,259000.0,162500.0,3,comprar,37.3
3751602249,98001,259000.0,205000.0,4,comprar,20.8
8961950050,98001,259000.0,409000.0,4,nao_comprar,-57.9
3750604417,98001,259000.0,172500.0,3,comprar,33.4
6084600420,98001,259000.0,245000.0,3,comprar,5.4
7696630170,98001,259000.0,276000.0,4,nao_comprar,-6.6
3751600635,98001,259000.0,264500.0,3,nao_comprar,-2.1
3356403304,98001,259000.0,154000.0,3,comprar,40.5
3356403140,98001,259000.0,225000.0,3,comprar,13.1
321049193,98001,259000.0,215000.0,5,comprar,17.0
9264030470,98001,259000.0,455000.0,3,nao_comprar,-75.7
3275910020,98001,259000.0,340000.0,3,nao_comprar,-31.3
9265410010,98001,259000.0,212000.0,3,comprar,18.1
2895550050,98001,259000.0,280000.0,3,nao_comprar,-8.1
8001450170,98001,259000.0,274950.0,3,nao_comprar,-6.2
2895550280,98001,259000.0,280000.0,3,nao_comprar,-8.1
2214800170,98001,259000.0,295000.0,3,nao_comprar,-13.9
5419000050,98001,259000.0,338500.0,3,nao_comprar,-30.7
2895550190,98001,259000.0,245000.0,3,comprar,5.4
9543000896,98001,259000.0,237000.0,4,comprar,8.5
6306100080,98001,259000.0,234950.0,3,comprar,9.3
5530000050,98001,259000.0,278000.0,4,nao_comprar,-7.3
1311200380,98001,259000.0,210000.0,3,comprar,18.9
4031000250,98001,259000.0,150000.0,3,comprar,42.1
3354400545,98001,259000.0,190000.0,3,comprar,26.6
7696500280,98001,259000.0,182500.0,4,comprar,29.5
6143000020,98001,259000.0,175000.0,4,comprar,32.4
6143000020,98001,259000.0,299000.0,4,nao_comprar,-15.4
7696630080,98001,259000.0,197000.0,4,comprar,23.9
2460500020,98001,259000.0,305000.0,3,nao_comprar,-17.8
2744000010,98001,259000.0,287600.0,3,nao_comprar,-11.0
2817850290,98001,259000.0,258000.0,3,comprar,0.4
4031000460,98001,259000.0,199500.0,4,comprar,23.0
3750606890,98001,259000.0,220000.0,3,comprar,15.1
3356402232,98001,259000.0,179900.0,3,comprar,30.5
9264030040,98001,259000.0,425000.0,3,nao_comprar,-64.1
2214800730,98001,259000.0,287500.0,3,nao_comprar,-11.0
1521049156,98001,259000.0,255000.0,4,comprar,1.5
6648760150,98001,259000.0,315000.0,3,nao_comprar,-21.6
4045700455,98001,259000.0,363000.0,4,nao_comprar,-40.2
1311200120,98001,259000.0,225000.0,3,comprar,13.1
1311800040,98001,259000.0,260000.0,3,nao_comprar,-0.4
2422000067,98001,259000.0,230000.0,3,comprar,11.2
6084600330,98001,259000.0,260000.0,3,nao_comprar,-0.4
2895550330,98001,259000.0,290000.0,3,nao_comprar,-12.0
9265410090,98001,259000.0,160000.0,3,comprar,38.2
2154900040,98001,259000.0,194250.0,3,comprar,25.0
5702330120,98001,259000.0,222400.0,3,comprar,14.1
8856003525,98001,259000.0,183500.0,4,comprar,29.2
8001400300,98001,259000.0,310000.0,3,nao_comprar,-19.7
7696620100,98001,259000.0,254999.0,4,comprar,1.5
3356402020,98001,259000.0,230000.0,4,comprar,11.2
3751604653,98001,259000.0,205000.0,3,comprar,20.8
8856004415,98001,259000.0,168000.0,4,comprar,35.1
1312900180,98001,259000.0,225000.0,3,comprar,13.1
3356403400,98001,259000.0,159000.0,4,comprar,38.6
3353401340,98001,259000.0,199900.0,5,comprar,22.8
8961950410,98001,259000.0,328000.0,3,nao_comprar,-26.6
6181500340,98001,259000.0,359000.0,3,nao_comprar,-38.6
629650370,98001,259000.0,250000.0,3,comprar,3.5
7967000060,98001,259000.0,349500.0,3,nao_comprar,-34.9
7967000160,98001,259000.0,355000.0,3,nao_comprar,-37.1
3751600784,98001,259000.0,331210.0,3,nao_comprar,-27.9
6181420200,98001,259000.0,272000.0,3,nao_comprar,-5.0
3356402702,98001,259000.0,215000.0,3,comprar,17.0
8856004786,98001,259000.0,275000.0,3,nao_comprar,-6.2
2911000100,98001,259000.0,245000.0,3,comprar,5.4
6181500100,98001,259000.0,351000.0,3,nao_comprar,-35.5
6181410950,98001,259000.0,254950.0,3,comprar,1.6
9264450460,98001,259000.0,309000.0,3,nao_comprar,-19.3
7967000130,98001,259000.0,370228.0,3,nao_comprar,-42.9
6601200250,98001,259000.0,205000.0,3,comprar,20.8
3356402705,98001,259000.0,216000.0,3,comprar,16.6
629650380,98001,259000.0,255000.0,3,comprar,1.5
1115600130,98001,259000.0,415000.0,3,nao_comprar,-60.2
9511120050,98001,259000.0,427000.0,3,nao_comprar,-64.9
8956200560,98001,259000.0,453000.0,3,nao_comprar,-74.9
3751601877,98001,259000.0,552900.0,3,nao_comprar,-113.5
8956200960,98001,259000.0,524225.0,3,nao_comprar,-102.4
3682000060,98001,259000.0,349950.0,3,nao_comprar,-35.1
3304030140,98001,259000.0,424000.0,3,nao_comprar,-63.7
629650030,98001,259000.0,317500.0,3,nao_comprar,-22.6
7967000200,98001,259000.0,345500.0,3,nao_comprar,-33.4
3353401070,98001,259000.0,260000.0,3,nao_comprar,-0.4
8956200990,98001,259000.0,499160.0,3,nao_comprar,-92.7
9264450550,98001,259000.0,329995.0,3,nao_comprar,-27.4
7967000270,98001,259000.0,353000.0,3,nao_comprar,-36.3
8956200070,98001,259000.0,447500.0,3,nao_comprar,-72.8
3353400092,98001,259000.0,270500.0,3,nao_comprar,-4.4
8956200530,98001,259000.0,457000.0,3,nao_comprar,-76.4
3355400242,98001,259000.0,274900.0,3,nao_comprar,-6.1
6601200040,98001,259000.0,280000.0,3,nao_comprar,-8.1
1278000210,98001,259000.0,110000.0,3,comprar,57.5
7967000150,98001,259000.0,353500.0,3,nao_comprar,-36.5
1389600040,98001,259000.0,255000.0,3,comprar,1.5
8956200770,98001,259000.0,549950.0,3,nao_comprar,-112.3
3751600409,98001,259000.0,510000.0,3,nao_comprar,-96.9
1389600080,98001,259000.0,277950.0,3,nao_comprar,-7.3
3304040130,98001,259000.0,375900.0,3,nao_comprar,-45.1
8856003839,98001,259000.0,215000.0,3,comprar,17.0
6601200020,98001,259000.0,235245.0,3,comprar,9.2
3304040020,98001,259000.0,375500.0,3,nao_comprar,-45.0
3682000050,98001,259000.0,349950.0,3,nao_comprar,-35.1
3094000210,98001,259000.0,269950.0,3,nao_comprar,-4.2
6181500120,98001,259000.0,312891.0,3,nao_comprar,-20.8
3304030220,98001,259000.0,480000.0,3,nao_comprar,-85.3
5007500120,98001,259000.0,341780.0,3,nao_comprar,-32.0
8956200760,98001,259000.0,541800.0,3,nao_comprar,-109.2
16000397,98002,235000.0,189000.0,4,comprar,19.6
1202000200,98002,235000.0,233000.0,5,comprar,0.9
6131600075,98002,235000.0,225000.0,4,comprar,4.3
3021059276,98002,235000.0,250000.0,4,nao_comprar,-6.4
8669160310,98002,235000.0,266000.0,3,nao_comprar,-13.2
9500900135,98002,235000.0,200000.0,4,comprar,14.9
6131600060,98002,235000.0,214000.0,4,comprar,8.9
3224800075,98002,235000.0,234000.0,4,comprar,0.4
16000435,98002,235000.0,218500.0,4,comprar,7.0
1450100070,98002,235000.0,208000.0,5,comprar,11.5
3021059244,98002,235000.0,249950.0,4,nao_comprar,-6.4
1821059264,98002,235000.0,224000.0,4,comprar,4.7
1887500045,98002,235000.0,247500.0,4,nao_comprar,-5.3
3915500045,98002,235000.0,180000.0,4,comprar,23.4
7335400400,98002,235000.0,176250.0,4,comprar,25.0
4399200075,98002,235000.0,250000.0,4,nao_comprar,-6.4
7345000340,98002,235000.0,208000.0,4,comprar,11.5
3313600340,98002,235000.0,183000.0,4,comprar,22.1
8698600055,98002,235000.0,210000.0,4,comprar,10.6
835000055,98002,235000.0,175000.0,4,comprar,25.5
3021059155,98002,235000.0,161500.0,5,comprar,31.3
2021069059,98002,235000.0,254600.0,4,nao_comprar,-8.3
3339900096,98002,235000.0,250750.0,4,nao_comprar,-6.7
16000015,98002,235000.0,219950.0,3,comprar,6.4
8698100115,98002,235000.0,255000.0,4,nao_comprar,-8.5
2149800148,98002,235000.0,257200.0,4,nao_comprar,-9.4
2891000750,98002,235000.0,222000.0,3,comprar,5.5
2891100820,98002,235000.0,213500.0,4,comprar,9.1
7468900245,98002,235000.0,188200.0,4,comprar,19.9
4399200245,98002,235000.0,276000.0,4,nao_comprar,-17.4
7140800100,98002,235000.0,125000.0,4,comprar,46.8
492000475,98002,235000.0,245000.0,4,nao_comprar,-4.3
2597500090,98002,235000.0,270000.0,4,nao_comprar,-14.9
7349650490,98002,235000.0,285000.0,3,nao_comprar,-21.3
7338000850,98002,235000.0,183000.0,4,comprar,22.1
7116500705,98002,235000.0,156000.0,4,comprar,33.6
7345310100,98002,235000.0,238000.0,3,nao_comprar,-1.3
1388600110,98002,235000.0,245000.0,3,nao_comprar,-4.3
3313600266,98002,235000.0,190000.0,3,comprar,19.1
8154100020,98002,235000.0,248500.0,4,nao_comprar,-5.7
2891000680,98002,235000.0,195000.0,4,comprar,17.0
6858700225,98002,235000.0,199950.0,4,comprar,14.9
7140600190,98002,235000.0,233500.0,4,comprar,0.6
3224800010,98002,235000.0,235000.0,4,nao_comprar,0.0
7338001190,98002,235000.0,215000.0,4,comprar,8.5
7806210380,98002,235000.0,257500.0,3,nao_comprar,-9.6
2891000010,98002,235000.0,269000.0,5,nao_comprar,-14.5
7331900290,98002,235000.0,230000.0,4,comprar,2.1
7806210190,98002,235000.0,239000.0,4,nao_comprar,-1.7
3802000020,98002,235000.0,154950.0,4,comprar,34.1
304000380,98002,235000.0,197000.0,4,comprar,16.2
4399210130,98002,235000.0,225500.0,4,comprar,4.0
492000532,98002,235000.0,279950.0,4,nao_comprar,-19.1
7349400420,98002,235000.0,286285.0,3,nao_comprar,-21.8
7335400500,98002,235000.0,194900.0,4,comprar,17.1
7338000950,98002,235000.0,187000.0,3,comprar,20.4
1450300050,98002,235000.0,224950.0,4,comprar,4.3
5198600005,98002,235000.0,195000.0,4,comprar,17.0
4223400050,98002,235000.0,330000.0,4,nao_comprar,-40.4
3747600050,98002,235000.0,319450.0,5,nao_comprar,-35.9
8669160010,98002,235000.0,292500.0,3,nao_comprar,-24.5
7140600020,98002,235000.0,245000.0,4,nao_comprar,-4.3
1921059310,98002,235000.0,193000.0,3,comprar,17.9
4399200100,98002,235000.0,288000.0,4,nao_comprar,-22.6
9500900110,98002,235000.0,224000.0,3,comprar,4.7
8892900210,98002,235000.0,236000.0,3,nao_comprar,-0.4
1821059067,98002,235000.0,200000.0,4,comprar,14.9
1018000110,98002,235000.0,224000.0,4,comprar,4.7
1921059303,98002,235000.0,275000.0,4,nao_comprar,-17.0
7349400610,98002,235000.0,305000.0,4,nao_comprar,-29.8
1202000140,98002,235000.0,160000.0,4,comprar,31.9
3339900640,98002,235000.0,200000.0,5,comprar,14.9
7889000125,98002,235000.0,235000.0,4,nao_comprar,0.0
2648000071,98002,235000.0,225000.0,3,comprar,4.3
1921059235,98002,235000.0,215000.0,5,comprar,8.5
1450100390,98002,235000.0,125000.0,3,comprar,46.8
1450100390,98002,235000.0,208000.0,3,comprar,11.5
8699100160,98002,235000.0,250000.0,5,nao_comprar,-6.4
7345200400,98002,235000.0,205000.0,4,comprar,12.8
7338000270,98002,235000.0,184500.0,3,comprar,21.5
1921059045,98002,235000.0,195000.0,4,comprar,17.0
7889000160,98002,235000.0,222000.0,4,comprar,5.5
7140600055,98002,235000.0,207000.0,4,comprar,11.9
7331900270,98002,235000.0,235000.0,4,nao_comprar,0.0
7349620030,98002,235000.0,272000.0,3,nao_comprar,-15.7
9500900060,98002,235000.0,269950.0,4,nao_comprar,-14.9
7806210400,98002,235000.0,255000.0,5,nao_comprar,-8.5
7338000800,98002,235000.0,185000.0,4,comprar,21.3
16000200,98002,235000.0,250000.0,4,nao_comprar,-6.4
1388600070,98002,235000.0,294400.0,4,nao_comprar,-25.3
7468900270,98002,235000.0,140000.0,4,comprar,40.4
7806210070,98002,235000.0,249500.0,4,nao_comprar,-6.2
6131600240,98002,235000.0,190000.0,4,comprar,19.1
7349650120,98002,235000.0,292000.0,3,nao_comprar,-24.3
3224800120,98002,235000.0,250000.0,4,nao_comprar,-6.4
1921059213,98002,235000.0,246000.0,4,nao_comprar,-4.7
8698600395,98002,235000.0,150000.0,3,comprar,36.2
3021059197,98002,235000.0,247200.0,4,nao_comprar,-5.2
5125400385,98002,235000.0,220000.0,4,comprar,6.4
3920900220,98002,235000.0,269950.0,4,nao_comprar,-14.9
7338000150,98002,235000.0,160000.0,4,comprar,31.9
7349600230,98002,235000.0,275000.0,3,nao_comprar,-17.0
1450000210,98002,235000.0,179500.0,4,comprar,23.6
8892900180,98002,235000.0,250000.0,3,nao_comprar,-6.4
7338000730,98002,235000.0,167000.0,4,comprar,28.9
5001700040,98002,235000.0,255000.0,4,nao_comprar,-8.5
7349650330,98002,235000.0,270000.0,3,nao_comprar,-14.9
7889100020,98002,235000.0,270000.0,4,nao_comprar,-14.9
2100200020,98002,235000.0,288000.0,4,nao_comprar,-22.6
2597500840,98002,235000.0,209950.0,4,comprar,10.7
1721059069,98002,235000.0,235000.0,4,nao_comprar,0.0
7349660050,98002,235000.0,268000.0,3,nao_comprar,-14.0
3224900130,98002,235000.0,223000.0,4,comprar,5.1
1450100020,98002,235000.0,208000.0,4,comprar,11.5
6131600285,98002,235000.0,195500.0,4,comprar,16.8
8698600080,98002,235000.0,265000.0,5,nao_comprar,-12.8
8699100321,98002,235000.0,292000.0,3,nao_comprar,-24.3
4472000050,98002,235000.0,265000.0,3,nao_comprar,-12.8
5198600010,98002,235000.0,180000.0,4,comprar,23.4
16000545,98002,235000.0,250000.0,5,nao_comprar,-6.4
5125400305,98002,235000.0,367500.0,3,nao_comprar,-56.4
1450100420,98002,235000.0,205000.0,5,comprar,12.8
6131600255,98002,235000.0,202500.0,5,comprar,13.8
7338220280,98002,235000.0,257000.0,3,nao_comprar,-9.4
1450000050,98002,235000.0,201000.0,4,comprar,14.5
7116000225,98002,235000.0,190000.0,4,comprar,19.1
9150100020,98002,235000.0,189000.0,5,comprar,19.6
6382000080,98002,235000.0,340000.0,3,nao_comprar,-44.7
7468900235,98002,235000.0,163500.0,4,comprar,30.4
7140600225,98002,235000.0,137000.0,4,comprar,41.7
8581400345,98002,235000.0,315000.0,3,nao_comprar,-34.0
9500900430,98002,235000.0,265000.0,5,nao_comprar,-12.8
6138000095,98002,235000.0,219000.0,3,comprar,6.8
7806210250,98002,235000.0,235000.0,4,nao_comprar,0.0
1018000276,98002,235000.0,217000.0,3,comprar,7.7
7345000120,98002,235000.0,206000.0,4,comprar,12.3
4472000040,98002,235000.0,230000.0,3,comprar,2.1
7349400100,98002,235000.0,279950.0,4,nao_comprar,-19.1
4399200085,98002,235000.0,315000.0,4,nao_comprar,-34.0
3021059175,98002,235000.0,235000.0,4,nao_comprar,0.0
2891000610,98002,235000.0,148900.0,3,comprar,36.6
2891000450,98002,235000.0,229500.0,4,comprar,2.3
7345200650,98002,235000.0,219200.0,4,comprar,6.7
7116500925,98002,235000.0,206000.0,3,comprar,12.3
1450100330,98002,235000.0,237950.0,5,nao_comprar,-1.3
7349650230,98002,235000.0,247500.0,3,nao_comprar,-5.3
4399210110,98002,235000.0,232603.0,4,comprar,1.0
9499200220,98002,235000.0,234000.0,5,comprar,0.4
3313600077,98002,235000.0,185000.0,4,comprar,21.3
7335400065,98002,235000.0,229950.0,5,comprar,2.1
7877400245,98002,235000.0,193000.0,4,comprar,17.9
301401610,98002,235000.0,329900.0,3,nao_comprar,-40.4
7338220160,98002,235000.0,319500.0,3,nao_comprar,-36.0
301401370,98002,235000.0,319900.0,3,nao_comprar,-36.1
301400830,98002,235000.0,263000.0,3,nao_comprar,-11.9
8669150700,98002,235000.0,292000.0,3,nao_comprar,-24.3
8669180390,98002,235000.0,285000.0,3,nao_comprar,-21.3
301400850,98002,235000.0,260000.0,3,nao_comprar,-10.6
301402120,98002,235000.0,240000.0,3,nao_comprar,-2.1
301401410,98002,235000.0,298000.0,3,nao_comprar,-26.8
8669160460,98002,235000.0,289950.0,3,nao_comprar,-23.4
301400930,98002,235000.0,267000.0,3,nao_comprar,-13.6
