id,preco_inicial,valor_reforma,preco_final,valor_venda_final,lucro_final,pct_lucro_final,reformas
4031000290,195000.0,0.0,195000.0,285500.0,90500.0,46.41,nao_reformar
3329520170,250000.0,0.0,250000.0,291000.0,41000.0,16.4,nao_reformar
7696600020,260000.0,14300.0,273000.0,343200.0,70200.0,25.71,reformar
9262800294,260000.0,14300.0,273000.0,343200.0,70200.0,25.71,reformar
6181400470,215000.0,0.0,215000.0,281500.0,66500.0,30.93,nao_reformar
6085000130,230000.0,0.0,230000.0,283000.0,53000.0,23.04,nao_reformar
321049127,277500.0,15262.5,291375.0,366300.0,74925.0,25.71,reformar
2005950050,260000.0,0.0,260000.0,292000.0,32000.0,12.31,nao_reformar
8001210170,275000.0,15125.0,288750.0,363000.0,74250.0,25.71,reformar
2214800630,239950.0,0.0,239950.0,276495.0,36545.0,15.23,nao_reformar
321049090,254000.0,0.0,254000.0,291400.0,37400.0,14.72,nao_reformar
5706600170,204900.0,14024.5,215145.0,336588.0,121443.0,56.45,reformar
7895500290,265000.0,14575.0,278250.0,349800.0,71550.0,25.71,reformar
4012800050,175000.0,0.0,175000.0,283500.0,108500.0,62.0,nao_reformar
304100010,269500.0,14822.5,282975.0,355740.0,72765.0,25.71,reformar
6084601060,270000.0,14850.0,283500.0,356400.0,72900.0,25.71,reformar
3329530480,241000.0,0.0,241000.0,276575.0,35575.0,14.76,nao_reformar
1311200460,265000.0,0.0,265000.0,292500.0,27500.0,10.38,nao_reformar
6084600660,263000.0,14465.0,276150.0,347160.0,71010.0,25.71,reformar
7967200290,190000.0,0.0,190000.0,285000.0,95000.0,50.0,nao_reformar
6143600580,184000.0,0.0,184000.0,284400.0,100400.0,54.57,nao_reformar
8856004328,255000.0,0.0,255000.0,285500.0,30500.0,11.96,nao_reformar
4031700210,220000.0,0.0,220000.0,274500.0,54500.0,24.77,nao_reformar
1311400120,160000.0,0.0,160000.0,268475.0,108475.0,67.8,nao_reformar
3750605620,225000.0,0.0,225000.0,282500.0,57500.0,25.56,nao_reformar
2214800110,259900.0,14294.5,272895.0,343068.0,70173.0,25.71,reformar
1311910300,260000.0,14300.0,273000.0,343200.0,70200.0,25.71,reformar
2616700450,248000.0,0.0,248000.0,277300.0,29300.0,11.81,nao_reformar
3876600120,265000.0,0.0,265000.0,292500.0,27500.0,10.38,nao_reformar
5706600150,215000.0,0.0,215000.0,287500.0,72500.0,33.72,nao_reformar
3751600025,139000.0,0.0,139000.0,279900.0,140900.0,101.37,nao_reformar
3750607974,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
3750603940,240000.0,0.0,240000.0,276475.0,36475.0,15.2,nao_reformar
2048000330,214000.0,0.0,214000.0,273875.0,59875.0,27.98,nao_reformar
1687000210,275000.0,15125.0,288750.0,363000.0,74250.0,25.71,reformar
1311100490,274000.0,15070.0,287700.0,361680.0,73980.0,25.71,reformar
5556800150,204700.0,0.0,204700.0,286470.0,81770.0,39.95,nao_reformar
302000375,250000.0,0.0,250000.0,291000.0,41000.0,16.4,nao_reformar
302000375,250000.0,0.0,250000.0,291000.0,41000.0,16.4,nao_reformar
302000375,169100.0,0.0,169100.0,269385.0,100285.0,59.31,nao_reformar
302000375,169100.0,0.0,169100.0,269385.0,100285.0,59.31,nao_reformar
302000375,250000.0,0.0,250000.0,291000.0,41000.0,16.4,nao_reformar
302000375,250000.0,0.0,250000.0,291000.0,41000.0,16.4,nao_reformar
302000375,169100.0,0.0,169100.0,269385.0,100285.0,59.31,nao_reformar
302000375,169100.0,0.0,169100.0,269385.0,100285.0,59.31,nao_reformar
9543000945,182500.0,0.0,182500.0,284250.0,101750.0,55.75,nao_reformar
5647900120,250600.0,0.0,250600.0,291060.0,40460.0,16.15,nao_reformar
4031000260,200000.0,0.0,200000.0,286000.0,86000.0,43.0,nao_reformar
7982600030,219000.0,0.0,219000.0,274375.0,55375.0,25.29,nao_reformar
2730000070,225000.0,0.0,225000.0,274975.0,49975.0,22.21,nao_reformar
1311600030,270000.0,14850.0,283500.0,356400.0,72900.0,25.71,reformar
3750603471,239950.0,0.0,239950.0,283995.0,44045.0,18.36,nao_reformar
1311900240,226500.0,0.0,226500.0,275150.0,48650.0,21.48,nao_reformar
8856004327,248000.0,0.0,248000.0,290800.0,42800.0,17.26,nao_reformar
7696610270,238000.0,0.0,238000.0,276300.0,38300.0,16.09,nao_reformar
2616700560,250000.0,0.0,250000.0,277500.0,27500.0,11.0,nao_reformar
1311800560,209000.0,0.0,209000.0,273400.0,64400.0,30.81,nao_reformar
3751601171,229500.0,0.0,229500.0,275450.0,45950.0,20.02,nao_reformar
3750605247,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
1460900030,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
8001100030,256000.0,0.0,256000.0,285600.0,29600.0,11.56,nao_reformar
7905400160,246900.0,0.0,246900.0,284690.0,37790.0,15.31,nao_reformar
3750600566,199950.0,0.0,199950.0,272495.0,72545.0,36.28,nao_reformar
5530000030,233000.0,0.0,233000.0,283300.0,50300.0,21.59,nao_reformar
2730000270,178500.0,0.0,178500.0,277850.0,99350.0,55.66,nao_reformar
9262800002,232000.0,0.0,232000.0,275675.0,43675.0,18.83,nao_reformar
3329530030,271920.0,14955.6,285516.0,358934.4,73418.40000000002,25.71,reformar
7696610240,257000.0,14135.0,269850.0,339240.0,69390.0,25.71,reformar
304100070,210000.0,0.0,210000.0,273500.0,63500.0,30.24,nao_reformar
1311000270,247000.0,0.0,247000.0,290700.0,43700.0,17.69,nao_reformar
8856004582,198000.0,0.0,198000.0,272275.0,74275.0,37.51,nao_reformar
1311400350,235000.0,0.0,235000.0,276000.0,41000.0,17.45,nao_reformar
7895500550,190848.0,0.0,190848.0,279084.8,88236.79999999999,46.23,nao_reformar
3750603492,185000.0,0.0,185000.0,270975.0,85975.0,46.47,nao_reformar
3353400120,174000.0,0.0,174000.0,269875.0,95875.0,55.1,nao_reformar
302000065,184000.0,0.0,184000.0,278400.0,94400.0,51.3,nao_reformar
4014400237,132500.0,0.0,132500.0,279250.0,146750.0,110.75,nao_reformar
7905400040,206000.0,0.0,206000.0,273075.0,67075.0,32.56,nao_reformar
3750605674,270000.0,14850.0,283500.0,356400.0,72900.0,25.71,reformar
9265400210,227000.0,0.0,227000.0,275175.0,48175.0,21.22,nao_reformar
2482500040,199900.0,0.0,199900.0,272465.0,72565.0,36.3,nao_reformar
1021049057,207000.0,0.0,207000.0,273200.0,66200.0,31.98,nao_reformar
3329520410,245000.0,0.0,245000.0,290500.0,45500.0,18.57,nao_reformar
4013800206,199000.0,0.0,199000.0,272375.0,73375.0,36.87,nao_reformar
2460600040,175000.0,0.0,175000.0,283500.0,108500.0,62.0,nao_reformar
2154900330,234000.0,0.0,234000.0,275875.0,41875.0,17.9,nao_reformar
8159610150,234950.0,0.0,234950.0,275995.0,41045.0,17.47,nao_reformar
8001210120,234500.0,0.0,234500.0,275925.0,41425.0,17.67,nao_reformar
3422049158,246000.0,0.0,246000.0,277075.0,31075.0,12.63,nao_reformar
3329500730,220000.0,0.0,220000.0,274500.0,54500.0,24.77,nao_reformar
3750603685,250000.0,0.0,250000.0,277475.0,27475.0,10.99,nao_reformar
3599600276,215500.0,13702.5,226275.0,328860.0,102585.0,45.34,reformar
1311800220,234950.0,0.0,234950.0,283495.0,48545.0,20.66,nao_reformar
6306100190,220000.0,0.0,220000.0,288000.0,68000.0,30.91,nao_reformar
5412100920,250000.0,0.0,250000.0,277500.0,27500.0,11.0,nao_reformar
3876500290,175000.0,0.0,175000.0,277500.0,102500.0,58.57,nao_reformar
1311800130,162500.0,0.0,162500.0,276250.0,113750.0,70.0,nao_reformar
3751602249,205000.0,0.0,205000.0,280500.0,75500.0,36.83,nao_reformar
3750604417,172500.0,0.0,172500.0,283250.0,110750.0,64.2,nao_reformar
6084600420,245000.0,0.0,245000.0,276975.0,31975.0,13.05,nao_reformar
7696630170,276000.0,15180.0,289800.0,364320.0,74520.0,25.71,reformar
3751600635,264500.0,14547.5,277725.0,349140.0,71415.0,25.71,reformar
3356403304,154000.0,0.0,154000.0,267900.0,113900.0,73.96,nao_reformar
3356403140,225000.0,0.0,225000.0,275000.0,50000.0,22.22,nao_reformar
321049193,215000.0,0.0,215000.0,274000.0,59000.0,27.44,nao_reformar
9265410010,212000.0,0.0,212000.0,281200.0,69200.0,32.64,nao_reformar
2895550050,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
8001450170,274950.0,15122.25,288697.5,362934.0,74236.5,25.71,reformar
2895550280,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
2895550190,245000.0,0.0,245000.0,276975.0,31975.0,13.05,nao_reformar
9543000896,237000.0,0.0,237000.0,276175.0,39175.0,16.53,nao_reformar
6306100080,234950.0,0.0,234950.0,275970.0,41020.0,17.46,nao_reformar
5530000050,278000.0,15290.0,291900.0,366960.0,75060.0,25.71,reformar
1311200380,210000.0,0.0,210000.0,273475.0,63475.0,30.23,nao_reformar
4031000250,150000.0,0.0,150000.0,281000.0,131000.0,87.33,nao_reformar
3354400545,190000.0,0.0,190000.0,271475.0,81475.0,42.88,nao_reformar
7696500280,182500.0,0.0,182500.0,270750.0,88250.0,48.36,nao_reformar
6143000020,299000.0,16445.0,313950.0,394680.0,80730.0,25.71,reformar
6143000020,299000.0,16445.0,313950.0,394680.0,80730.0,25.71,reformar
6143000020,175000.0,0.0,175000.0,270000.0,95000.0,54.29,nao_reformar
6143000020,175000.0,0.0,175000.0,270000.0,95000.0,54.29,nao_reformar
7696630080,197000.0,0.0,197000.0,285700.0,88700.0,45.03,nao_reformar
2817850290,258000.0,14190.0,270900.0,340560.0,69660.0,25.71,reformar
4031000460,199500.0,0.0,199500.0,285950.0,86450.0,43.33,nao_reformar
3750606890,220000.0,0.0,220000.0,288000.0,68000.0,30.91,nao_reformar
3356402232,179900.0,0.0,179900.0,270465.0,90565.0,50.34,nao_reformar
1521049156,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
1311200120,225000.0,0.0,225000.0,288500.0,63500.0,28.22,nao_reformar
1311800040,260000.0,14300.0,273000.0,343200.0,70200.0,25.71,reformar
2422000067,230000.0,0.0,230000.0,289000.0,59000.0,25.65,nao_reformar
6084600330,260000.0,14300.0,273000.0,343200.0,70200.0,25.71,reformar
9265410090,160000.0,0.0,160000.0,268500.0,108500.0,67.81,nao_reformar
2154900040,194250.0,0.0,194250.0,271925.0,77675.0,39.99,nao_reformar
5702330120,222400.0,0.0,222400.0,288240.0,65840.0,29.6,nao_reformar
8856003525,183500.0,0.0,183500.0,278350.0,94850.0,51.69,nao_reformar
7696620100,254999.0,0.0,254999.0,291499.9,36500.90000000002,14.31,nao_reformar
3356402020,230000.0,0.0,230000.0,289000.0,59000.0,25.65,nao_reformar
3751604653,205000.0,0.0,205000.0,272975.0,67975.0,33.16,nao_reformar
8856004415,168000.0,0.0,168000.0,276800.0,108800.0,64.76,nao_reformar
1312900180,225000.0,0.0,225000.0,282500.0,57500.0,25.56,nao_reformar
3356403400,159000.0,0.0,159000.0,268375.0,109375.0,68.79,nao_reformar
3353401340,199900.0,0.0,199900.0,279990.0,80090.0,40.07,nao_reformar
629650370,250000.0,0.0,250000.0,285000.0,35000.0,14.0,nao_reformar
6181420200,272000.0,14960.0,285600.0,359040.0,73440.0,25.71,reformar
3356402702,215000.0,0.0,215000.0,273975.0,58975.0,27.43,nao_reformar
8856004786,275000.0,15125.0,288750.0,363000.0,74250.0,25.71,reformar
2911000100,245000.0,0.0,245000.0,284500.0,39500.0,16.12,nao_reformar
6181410950,254950.0,14022.25,267697.5,336534.0,68836.5,25.71,reformar
6601200250,205000.0,0.0,205000.0,286500.0,81500.0,39.76,nao_reformar
3356402705,216000.0,0.0,216000.0,281600.0,65600.0,30.37,nao_reformar
629650380,255000.0,0.0,255000.0,285500.0,30500.0,11.96,nao_reformar
3353401070,260000.0,0.0,260000.0,292000.0,32000.0,12.31,nao_reformar
3353400092,270500.0,14877.5,284025.0,357060.0,73035.0,25.71,reformar
3355400242,274900.0,15119.5,288645.0,362868.0,74223.0,25.71,reformar
6601200040,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
1278000210,110000.0,0.0,110000.0,271000.0,161000.0,146.36,nao_reformar
1389600040,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
1389600080,277950.0,15287.25,291847.5,366894.0,75046.5,25.71,reformar
8856003839,215000.0,0.0,215000.0,274000.0,59000.0,27.44,nao_reformar
6601200020,235245.0,0.0,235245.0,283524.5,48279.5,20.52,nao_reformar
3094000210,269950.0,14847.25,283447.5,356334.0,72886.5,25.71,reformar
16000397,189000.0,0.0,189000.0,256900.0,67900.0,35.93,nao_reformar
1202000200,233000.0,0.0,233000.0,261300.0,28300.0,12.15,nao_reformar
6131600075,225000.0,0.0,225000.0,251551.5,26551.5,11.8,nao_reformar
3021059276,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
9500900135,200000.0,0.0,200000.0,258000.0,58000.0,29.0,nao_reformar
6131600060,214000.0,0.0,214000.0,256400.0,42400.0,19.81,nao_reformar
3224800075,234000.0,0.0,234000.0,261400.0,27400.0,11.71,nao_reformar
16000435,218500.0,0.0,218500.0,259800.0,41300.0,18.9,nao_reformar
1450100070,208000.0,0.0,208000.0,249851.5,41851.5,20.12,nao_reformar
3021059244,249950.0,13747.25,262447.5,329934.0,67486.5,25.71,reformar
1821059264,224000.0,0.0,224000.0,251451.5,27451.5,12.26,nao_reformar
1887500045,247500.0,13612.5,259875.0,326700.0,66825.0,25.71,reformar
3915500045,180000.0,0.0,180000.0,256000.0,76000.0,42.22,nao_reformar
7335400400,176250.0,0.0,176250.0,246676.5,70426.5,39.96,nao_reformar
4399200075,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
7345000340,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
3313600340,183000.0,0.0,183000.0,247351.5,64351.5,35.16,nao_reformar
8698600055,210000.0,0.0,210000.0,250051.5,40051.5,19.07,nao_reformar
835000055,175000.0,0.0,175000.0,246551.5,71551.5,40.89,nao_reformar
3021059155,161500.0,0.0,161500.0,254150.0,92650.0,57.37,nao_reformar
2021069059,254600.0,14003.0,267330.0,336072.0,68742.0,25.71,reformar
3339900096,250750.0,13791.25,263287.5,330990.0,67702.5,25.71,reformar
16000015,219950.0,0.0,219950.0,251046.5,31096.5,14.14,nao_reformar
8698100115,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
2149800148,257200.0,14146.0,270060.0,339504.0,69444.0,25.71,reformar
2891000750,222000.0,0.0,222000.0,257200.0,35200.0,15.86,nao_reformar
2891100820,213500.0,0.0,213500.0,256350.0,42850.0,20.07,nao_reformar
7468900245,188200.0,0.0,188200.0,247871.5,59671.5,31.71,nao_reformar
7140800100,125000.0,0.0,125000.0,250500.0,125500.0,100.4,nao_reformar
492000475,245000.0,13475.0,257250.0,323400.0,66150.0,25.71,reformar
7338000850,183000.0,0.0,183000.0,253300.0,70300.0,38.42,nao_reformar
7116500705,156000.0,0.0,156000.0,253550.0,97550.0,62.53,nao_reformar
7345310100,238000.0,13090.0,249900.0,314160.0,64260.0,25.71,reformar
1388600110,245000.0,13475.0,257250.0,323400.0,66150.0,25.71,reformar
3313600266,190000.0,0.0,190000.0,256950.0,66950.0,35.24,nao_reformar
8154100020,248500.0,13667.5,260925.0,328020.0,67095.0,25.71,reformar
2891000680,195000.0,0.0,195000.0,248551.5,53551.5,27.46,nao_reformar
6858700225,199950.0,0.0,199950.0,257995.0,58045.0,29.03,nao_reformar
7140600190,233500.0,0.0,233500.0,258350.0,24850.0,10.64,nao_reformar
3224800010,235000.0,0.0,235000.0,261500.0,26500.0,11.28,nao_reformar
7338001190,215000.0,0.0,215000.0,259500.0,44500.0,20.7,nao_reformar
7806210380,257500.0,14162.5,270375.0,339900.0,69525.0,25.71,reformar
7331900290,230000.0,0.0,230000.0,258000.0,28000.0,12.17,nao_reformar
7806210190,239000.0,13145.0,250950.0,315480.0,64530.0,25.71,reformar
3802000020,154950.0,0.0,154950.0,250495.0,95545.0,61.66,nao_reformar
304000380,197000.0,0.0,197000.0,257700.0,60700.0,30.81,nao_reformar
4399210130,225500.0,0.0,225500.0,251601.5,26101.5,11.57,nao_reformar
7335400500,194900.0,0.0,194900.0,254490.0,59590.0,30.57,nao_reformar
7338000950,187000.0,0.0,187000.0,256700.0,69700.0,37.27,nao_reformar
1450300050,224950.0,0.0,224950.0,257495.0,32545.0,14.47,nao_reformar
5198600005,195000.0,0.0,195000.0,248551.5,53551.5,27.46,nao_reformar
7140600020,245000.0,13475.0,257250.0,323400.0,66150.0,25.71,reformar
1921059310,193000.0,0.0,193000.0,257250.0,64250.0,33.29,nao_reformar
9500900110,224000.0,0.0,224000.0,257400.0,33400.0,14.91,nao_reformar
8892900210,236000.0,12980.0,247800.0,311520.0,63720.0,25.71,reformar
1821059067,200000.0,0.0,200000.0,249051.5,49051.5,24.53,nao_reformar
1018000110,224000.0,0.0,224000.0,251451.5,27451.5,12.26,nao_reformar
1202000140,160000.0,0.0,160000.0,254000.0,94000.0,58.75,nao_reformar
3339900640,200000.0,0.0,200000.0,249051.5,49051.5,24.53,nao_reformar
7889000125,235000.0,0.0,235000.0,261450.0,26450.0,11.26,nao_reformar
2648000071,225000.0,0.0,225000.0,260450.0,35450.0,15.76,nao_reformar
1921059235,215000.0,0.0,215000.0,250551.5,35551.5,16.54,nao_reformar
1450100390,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
1450100390,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
1450100390,125000.0,0.0,125000.0,247500.0,122500.0,98.0,nao_reformar
1450100390,125000.0,0.0,125000.0,247500.0,122500.0,98.0,nao_reformar
1450100390,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
1450100390,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
1450100390,125000.0,0.0,125000.0,247500.0,122500.0,98.0,nao_reformar
1450100390,125000.0,0.0,125000.0,247500.0,122500.0,98.0,nao_reformar
8699100160,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
7345200400,205000.0,0.0,205000.0,255500.0,50500.0,24.63,nao_reformar
7338000270,184500.0,0.0,184500.0,247501.5,63001.5,34.15,nao_reformar
1921059045,195000.0,0.0,195000.0,257500.0,62500.0,32.05,nao_reformar
7889000160,222000.0,0.0,222000.0,260150.0,38150.0,17.18,nao_reformar
7140600055,207000.0,0.0,207000.0,249751.5,42751.5,20.65,nao_reformar
7331900270,235000.0,12925.0,246750.0,310200.0,63450.0,25.71,reformar
7806210400,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
7338000800,185000.0,0.0,185000.0,256500.0,71500.0,38.65,nao_reformar
16000200,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
7468900270,140000.0,0.0,140000.0,249000.0,109000.0,77.86,nao_reformar
7806210070,249500.0,13722.5,261975.0,329340.0,67365.0,25.71,reformar
6131600240,190000.0,0.0,190000.0,257000.0,67000.0,35.26,nao_reformar
3224800120,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
1921059213,246000.0,13530.0,258300.0,324720.0,66420.0,25.71,reformar
8698600395,150000.0,0.0,150000.0,252950.0,102950.0,68.63,nao_reformar
3021059197,247200.0,13596.0,259560.0,326304.0,66744.0,25.71,reformar
5125400385,220000.0,0.0,220000.0,257000.0,37000.0,16.82,nao_reformar
7338000150,160000.0,0.0,160000.0,253950.0,93950.0,58.72,nao_reformar
1450000210,179500.0,0.0,179500.0,255900.0,76400.0,42.56,nao_reformar
8892900180,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
7338000730,167000.0,0.0,167000.0,251700.0,84700.0,50.72,nao_reformar
5001700040,255000.0,14025.0,267750.0,336600.0,68850.0,25.71,reformar
2597500840,209950.0,0.0,209950.0,255995.0,46045.0,21.93,nao_reformar
1721059069,235000.0,12925.0,246750.0,310200.0,63450.0,25.71,reformar
3224900130,223000.0,0.0,223000.0,251351.5,28351.5,12.71,nao_reformar
1450100020,208000.0,0.0,208000.0,258750.0,50750.0,24.4,nao_reformar
6131600285,195500.0,0.0,195500.0,257550.0,62050.0,31.74,nao_reformar
5198600010,180000.0,0.0,180000.0,253000.0,73000.0,40.56,nao_reformar
16000545,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
1450100420,205000.0,0.0,205000.0,249551.5,44551.5,21.73,nao_reformar
6131600255,202500.0,0.0,202500.0,258250.0,55750.0,27.53,nao_reformar
7338220280,257000.0,14135.0,269850.0,339240.0,69390.0,25.71,reformar
1450000050,201000.0,0.0,201000.0,249151.5,48151.5,23.96,nao_reformar
7116000225,190000.0,0.0,190000.0,256950.0,66950.0,35.24,nao_reformar
9150100020,189000.0,0.0,189000.0,256850.0,67850.0,35.9,nao_reformar
7468900235,163500.0,0.0,163500.0,254350.0,90850.0,55.57,nao_reformar
7140600225,137000.0,0.0,137000.0,251650.0,114650.0,83.69,nao_reformar
6138000095,219000.0,0.0,219000.0,259900.0,40900.0,18.68,nao_reformar
7806210250,235000.0,12925.0,246750.0,310200.0,63450.0,25.71,reformar
1018000276,217000.0,0.0,217000.0,259650.0,42650.0,19.65,nao_reformar
7345000120,206000.0,0.0,206000.0,249651.5,43651.5,21.19,nao_reformar
4472000040,230000.0,0.0,230000.0,258000.0,28000.0,12.17,nao_reformar
3021059175,235000.0,0.0,235000.0,261450.0,26450.0,11.26,nao_reformar
2891000610,148900.0,0.0,148900.0,252890.0,103990.0,69.84,nao_reformar
2891000450,229500.0,0.0,229500.0,257950.0,28450.0,12.4,nao_reformar
7345200650,219200.0,0.0,219200.0,259920.0,40720.0,18.58,nao_reformar
7116500925,206000.0,0.0,206000.0,249651.5,43651.5,21.19,nao_reformar
1450100330,237950.0,13087.25,249847.5,314094.0,64246.5,25.71,reformar
7349650230,247500.0,13612.5,259875.0,326700.0,66825.0,25.71,reformar
4399210110,232603.0,12793.165,244233.15,307035.95999999996,62802.80999999997,25.71,reformar
9499200220,234000.0,12870.0,245700.0,308880.0,63180.0,25.71,reformar
3313600077,185000.0,0.0,185000.0,253500.0,68500.0,37.03,nao_reformar
7335400065,229950.0,0.0,229950.0,260995.0,31045.0,13.5,nao_reformar
7877400245,193000.0,0.0,193000.0,254300.0,61300.0,31.76,nao_reformar
301402120,240000.0,13200.0,252000.0,316800.0,64800.0,25.71,reformar
301400320,255900.0,14074.5,268695.0,337788.0,69093.0,25.71,reformar
301402280,223990.0,0.0,223990.0,260349.0,36359.0,16.23,nao_reformar
301402140,250000.0,13750.0,262500.0,330000.0,67500.0,25.71,reformar
1321400060,257500.0,0.0,257500.0,300750.0,43250.0,16.8,nao_reformar
7983200060,230000.0,0.0,230000.0,298000.0,68000.0,29.57,nao_reformar
921049315,199000.0,0.0,199000.0,283400.0,84400.0,42.41,nao_reformar
3655000070,220000.0,0.0,220000.0,285500.0,65500.0,29.77,nao_reformar
537000445,282950.0,15562.25,297097.5,373494.0,76396.5,25.71,reformar
3584000310,225000.0,0.0,225000.0,264000.0,39000.0,17.33,nao_reformar
1745100140,210000.0,0.0,210000.0,262500.0,52500.0,25.0,nao_reformar
7511800070,264000.0,14520.0,277200.0,348480.0,71280.0,25.71,reformar
7203000640,215000.0,0.0,215000.0,285000.0,70000.0,32.56,nao_reformar
2329500260,232500.0,0.0,232500.0,286750.0,54250.0,23.33,nao_reformar
421049116,216000.0,0.0,216000.0,285350.0,69350.0,32.11,nao_reformar
5559600140,253000.0,0.0,253000.0,300300.0,47300.0,18.7,nao_reformar
7683800192,179950.0,0.0,179950.0,259495.0,79545.0,44.2,nao_reformar
2413301070,280000.0,15400.0,294000.0,369600.0,75600.0,25.71,reformar
7203000465,245000.0,13475.0,257250.0,323400.0,66150.0,25.71,reformar
4222000320,240000.0,0.0,240000.0,299000.0,59000.0,24.58,nao_reformar
